,XGB_CPU,XGB_GPU,LGBM
f25,0.166157487127,0.152674525449,0.309798159827
f26,0.105053019314,0.0943949884754,0.094122158019
f27,0.0951962727485,0.0807211957533,0.148526898585
f22,0.0782536435862,0.0701112095907,0.0863527605866
f5,0.0755049991549,0.0682734916156,0.0840128904138
f24,0.0592914297189,0.0558181464701,0.0769582976159
f3,0.0443256547467,0.039669450859,0.0317125231453
f8,0.0405575492493,0.101462056189,0.0065612470987
f21,0.0364471790726,0.0337813673605,0.0306951969142
f0,0.0354019559702,0.0354058723864,0.0458068461104
f9,0.0330525647226,0.0334073078422,0.0210278735336
f23,0.0250402675925,0.0188784104566,0.00995320170068
f16,0.0245442467944,0.0242629796436,0.00236747254472
f13,0.0209074177558,0.0200586610008,0.0113924533775
f20,0.020552697933,0.0195561329252,0.00192421354465
f17,0.0203856058322,0.0231584439809,0.0117676237313
f12,0.0181420279658,0.0183999683026,0.0020505042572
f1,0.0126154880054,0.0123440498218,0.00332055609107
f14,0.0118965422471,0.0130248827503,0.00296812272751
f6,0.0112380514029,0.013536448517,0.00658219588335
f18,0.010499263013,0.0125197640464,0.00197950100199
f10,0.00915491110828,0.0110893386607,0.00296773096902
f11,0.00899619758388,0.00596337722829,0.00141457916071
f7,0.008593528691,0.00846488482845,0.00100513191996
f15,0.00792309750034,0.00915029514851,0.00145380616027
f19,0.00708924524636,0.00773306836087,0.00120714923097
f4,0.00675751361015,0.00795641376281,0.000862495137533
f2,0.00642214230729,0.00818326857387,0.00120841071161
