,XGB_CPU,XGB_GPU,LGBM
0,0.809419,0.808865,0.807286858559
1,0.826328,0.825833,0.822650671005
2,0.833784,0.834219,0.830560922623
3,0.840313,0.840332,0.836473345757
4,0.846449,0.844085,0.842104673386
5,0.850309,0.849055,0.845788478851
6,0.854625,0.852038,0.850395143032
7,0.857199,0.855692,0.853486895561
8,0.86099,0.859268,0.857202768326
9,0.864046,0.862213,0.859633386135
10,0.866522,0.865373,0.863143265247
11,0.869149,0.867447,0.865930378437
12,0.87165,0.869518,0.868828117847
13,0.873645,0.872536,0.871947169304
14,0.876868,0.875016,0.874247133732
15,0.879645,0.877741,0.876835465431
16,0.881869,0.880033,0.879448473454
17,0.884615,0.882767,0.88200622797
18,0.886838,0.885069,0.884425580502
19,0.888779,0.887229,0.886615157127
20,0.891446,0.889625,0.888787984848
21,0.89309,0.891586,0.890785932541
22,0.895724,0.893505,0.892815828323
23,0.898306,0.895309,0.895328164101
24,0.899929,0.89749,0.897233486176
25,0.902389,0.899635,0.899674832821
26,0.904118,0.901761,0.902017891407
27,0.905818,0.903351,0.903745234013
28,0.907155,0.90485,0.905388593674
29,0.909425,0.906684,0.907515585423
30,0.91115,0.908209,0.909751415253
31,0.912032,0.909239,0.911256670952
32,0.912638,0.910197,0.913101494312
33,0.914558,0.911769,0.913921415806
34,0.915327,0.913002,0.914751768112
35,0.9161,0.914265,0.915495753288
36,0.917401,0.915093,0.917684078217
37,0.919141,0.917031,0.918735384941
38,0.919659,0.917613,0.920483052731
39,0.92076,0.919194,0.920990169048
40,0.922379,0.921139,0.921919167042
41,0.923189,0.921687,0.92253702879
42,0.923733,0.923103,0.924393236637
43,0.925418,0.923856,0.924826264381
44,0.926137,0.92454,0.925827860832
45,0.92727,0.924967,0.926243007183
46,0.927641,0.926233,0.927003860474
47,0.928865,0.927096,0.927299380302
48,0.929985,0.927532,0.927771091461
49,0.931515,0.928731,0.92858928442
50,0.932337,0.92957,0.930112063885
51,0.932374,0.930024,0.932004094124
52,0.932807,0.931032,0.933130681515
53,0.93308,0.932058,0.933748781681
54,0.93448,0.932535,0.934312283993
55,0.935677,0.932698,0.935393512249
56,0.936728,0.934335,0.935625135899
57,0.937286,0.934934,0.936698317528
58,0.937469,0.935627,0.937016248703
59,0.937992,0.936039,0.937358140945
60,0.93815,0.937044,0.938809990883
61,0.939468,0.9376,0.939825177193
62,0.939851,0.937789,0.941206037998
63,0.94,0.937988,0.941358327866
64,0.941205,0.938119,0.942293941975
65,0.941322,0.939256,0.943013548851
66,0.942165,0.939709,0.943458616734
67,0.942877,0.939907,0.94418489933
68,0.942902,0.940717,0.945180177689
69,0.94358,0.940798,0.946144402027
70,0.944453,0.941671,0.946463763714
71,0.944639,0.942318,0.946930229664
72,0.94545,0.943264,0.947579920292
73,0.94609,0.943325,0.947946846485
74,0.946294,0.944385,0.949169278145
75,0.946321,0.945277,0.949295938015
76,0.946383,0.946121,0.949775159359
77,0.946746,0.946188,0.950015664101
78,0.947189,0.946918,0.950495481491
79,0.947214,0.947677,0.95095038414
80,0.947664,0.947871,0.951625585556
81,0.94839,0.948282,0.951843202114
82,0.949716,0.948609,0.953046619892
83,0.950943,0.948744,0.95408141613
84,0.951797,0.948939,0.95502436161
85,0.952379,0.949084,0.955286741257
86,0.952955,0.949655,0.956190168858
87,0.953062,0.950298,0.956679105759
88,0.953151,0.950589,0.9570774436
89,0.953336,0.951036,0.957452774048
90,0.953724,0.951303,0.957668483257
91,0.953814,0.95179,0.958660423756
92,0.954368,0.951994,0.959800124168
93,0.954576,0.952456,0.960076749325
94,0.954671,0.952549,0.960483729839
95,0.954791,0.953043,0.960890054703
96,0.955677,0.953539,0.961881577969
97,0.956006,0.95387,0.962356209755
98,0.956258,0.954592,0.962525606155
99,0.9569,0.954686,0.963519096375
